text,avg_monthly_searches,competition_level
adaptive supply chain management,10,UNSPECIFIED
adaptive supply chain,10,LOW
hierarchical bayesian models of belief propagation in social networks,0,UNSPECIFIED
formal semantics for mental content,0,UNSPECIFIED
mechanistic models of binding,0,UNSPECIFIED
mechanistic models of how neural annealing enhances cognitive flexibility,0,UNSPECIFIED
foundational research in valence realism,0,UNSPECIFIED
computational models of wisdom and judgment,0,UNSPECIFIED
foundational theories of computation and mind,0,UNSPECIFIED
connectome harmonic resonance therapy,0,UNSPECIFIED
computational models of prosociality,0,UNSPECIFIED
thalamocortical oscillations in sleep,0,UNSPECIFIED
mechanistic models of psychopathology,0,UNSPECIFIED
neural annealing for habit breaking,0,UNSPECIFIED
latent geometric analysis of the semantic space of emotions,0,UNSPECIFIED
multiscale analysis of phaseamplitude coupling across brain states,0,UNSPECIFIED
empirical validation of the link between geometric symmetry and positive affect,0,UNSPECIFIED
reproducible research in computational psychiatry,0,UNSPECIFIED
psychedelicinduced network desynchronization,0,UNSPECIFIED
highimpact computational modeling of egodissolution in meditation,0,UNSPECIFIED
quantitative social science,30,LOW
causal inference from observational data,10,UNSPECIFIED
quantitative social science data with r,10,UNSPECIFIED
quantitative social science an introduction in tidyverse,10,HIGH
quantitative social science an introduction,10,MEDIUM
9780691175461,10,UNSPECIFIED
a quantitative tour of the social sciences,10,LOW
causal inference observational data,10,UNSPECIFIED
causal inference with observational data,10,UNSPECIFIED
doing quantitative research in the social sciences,0,UNSPECIFIED
harvard institute for quantitative social science,10,LOW
imai kosuke quantitative social science an introduction,10,UNSPECIFIED
imai quantitative social science,10,UNSPECIFIED
institute for quantitative social science,10,LOW
kosuke imai,30,LOW
kosuke imai book,10,UNSPECIFIED
kosuke imai quantitative social science,10,UNSPECIFIED
observational causal inference,10,UNSPECIFIED
qualitative and quantitative methods sociology upsc,0,UNSPECIFIED
qualitative and quantitative research in social sciences,10,UNSPECIFIED
qualitative and quantitative research methods in sociology,10,UNSPECIFIED
quantitative analysis in social science,10,UNSPECIFIED
quantitative analysis in the social sciences,10,UNSPECIFIED
quantitative and qualitative analysis in social sciences,10,UNSPECIFIED
quantitative data analysis for social scientists,10,LOW
quantitative methods for social science,30,LOW
quantitative methods for social sciences allan g bluman,0,UNSPECIFIED
quantitative methods for the social sciences,10,LOW
quantitative methods in social research,10,UNSPECIFIED
quantitative methods in social science research,10,UNSPECIFIED
quantitative methods in the social sciences columbia,10,LOW
quantitative methods of social research,10,UNSPECIFIED
quantitative research and behavioral sciences,10,UNSPECIFIED
quantitative research and social science,10,UNSPECIFIED
quantitative research and the social sciences,10,UNSPECIFIED
quantitative research behavioral sciences,0,UNSPECIFIED
quantitative research for social science,10,LOW
quantitative research in the field of social science,0,UNSPECIFIED
quantitative research on social science,10,UNSPECIFIED
quantitative research related to social science,10,UNSPECIFIED
quantitative social analysis,10,UNSPECIFIED
quantitative social research,10,UNSPECIFIED
quantitative social science an introduction by kosuke imai,10,UNSPECIFIED
quantitative social science an introduction in stata,10,UNSPECIFIED
quantitative social science an introduction kosuke imai,10,HIGH
quantitative social science data with r an introduction,10,UNSPECIFIED
quantitative social science masters,10,LOW
quantitative social science methods,10,UNSPECIFIED
quantitative study for social science,10,UNSPECIFIED
quantitative study in social science,10,UNSPECIFIED
quantitative study in the field of social science,0,UNSPECIFIED
quantitative study of social science,10,UNSPECIFIED
social inquiry quantitative research,0,UNSPECIFIED
social quantitative research,0,UNSPECIFIED
social science in quantitative research,10,UNSPECIFIED
social sciences with quantitative methods,10,LOW
the sage handbook of quantitative methodology for the social sciences,10,UNSPECIFIED
phenomenal binding in altered states,0,UNSPECIFIED
computational models of aesthetic experience,0,UNSPECIFIED
frontier research on artificial qualia,0,UNSPECIFIED
rigorous validation of simulations,0,UNSPECIFIED
highimpact connectome harmonic analysis,0,UNSPECIFIED
empirical validation of connectome eigenmodes as personality trait markers,0,UNSPECIFIED
formal proofs of the relationship between consciousness and selforganization,0,UNSPECIFIED
validated computational biomarkers for early detection of psychosis,0,UNSPECIFIED
psychedelic state trajectory clustering,0,UNSPECIFIED
thalamocortical feedback stability,0,UNSPECIFIED
neural annealing for enhancing plasticity,0,UNSPECIFIED
mechanistic basis of cognitive control,0,UNSPECIFIED
phenomenal binding and object segmentation,0,UNSPECIFIED
rigorous analysis of information synergy and redundancy in conscious states,0,UNSPECIFIED
quantitative analysis of social networks,0,UNSPECIFIED
neural annealing for enhancing creativity,0,UNSPECIFIED
empirical tests of consciousness theories,0,UNSPECIFIED
foundational research on the energyinformation tradeoff in neural systems,0,UNSPECIFIED
mechanistic understanding of ego dissolution,0,UNSPECIFIED
hierarchical bayesian models of theory of mind,0,UNSPECIFIED
mechanistic modeling of affective chronometry,0,UNSPECIFIED
validated digital tools for psychological assessment,0,UNSPECIFIED
formal proofs of computational limits in qualia replication,0,UNSPECIFIED
phenomenal binding bandwidth,0,UNSPECIFIED
formal analysis of the computational complexity of consciousness,0,UNSPECIFIED
foundational research on interoception,0,UNSPECIFIED
peerreviewed statespace analysis,0,UNSPECIFIED
formal analysis of the computational irreducibility of subjective qualia,0,UNSPECIFIED
systemlevel control strategies,0,UNSPECIFIED
adaptive neurostimulation based on realtime decoding of brain states,0,UNSPECIFIED
peerreviewed framework for the geometry of perceptual qualia,0,UNSPECIFIED
thalamic regulation of arousal,0,UNSPECIFIED
highimpact research on wireheading,0,UNSPECIFIED
reproducible protocols for inducing specific valence states via sonification,0,UNSPECIFIED
thalamocortical dysrhythmia,10,LOW
introduction to quantum mechanics with applications to chemistry,10,UNSPECIFIED
quantum mechanics and applications,10,UNSPECIFIED
quantum mechanics applications,10,LOW
quantum mechanics with applications,10,LOW
thalamocortical dysrhythmia treatment,10,LOW
thalamocortical dysrhythmia visual snow,10,UNSPECIFIED
frontier research in complex adaptive systems,0,UNSPECIFIED
foundational work on the physics of information in biological systems,0,UNSPECIFIED
multiscale organization of the brain,0,UNSPECIFIED
foundational principles of neuroscience,0,UNSPECIFIED
mechanistic models of information processing,0,UNSPECIFIED
validated digital biomarkers for disease,0,UNSPECIFIED
systemlevel understanding of affective computing,0,UNSPECIFIED
insilico drug efficacy prediction,0,UNSPECIFIED
information theory and quantum mechanics,0,UNSPECIFIED
qualia feature binding,0,UNSPECIFIED
highimpact study on the neural correlates of egodissolution,0,UNSPECIFIED
quantitative analysis of literary styles,0,UNSPECIFIED
egomodel robustness,0,UNSPECIFIED
phenomenal binding and attention,0,UNSPECIFIED
emergent intelligence in decentralized neural networks,0,UNSPECIFIED
systemlevel simulation of network dynamics during ego death and rebirth,0,UNSPECIFIED
systemlevel simulation of neural annealing therapies,0,UNSPECIFIED
statespace of consciousness,0,UNSPECIFIED
affective trajectory modeling,0,UNSPECIFIED
foundational research on the computational role of consciousness,0,UNSPECIFIED
empirical studies on the correlation between connectome harmonics and personality traits,0,UNSPECIFIED
hierarchical models of vision,0,UNSPECIFIED
hierarchical bayesian models of insight and the aha moment,0,UNSPECIFIED
rigorous peer review processes,0,UNSPECIFIED
frontier research on the emergence of life,0,UNSPECIFIED
foundational research on the informationenergy tradeoffs in consciousness,0,UNSPECIFIED
emergent cooperative dynamics in models of interneuronal communication,0,UNSPECIFIED
rigorous analysis of the information structure of neardeath experiences,0,UNSPECIFIED
phenomenal statespace reconstruction,0,UNSPECIFIED
informationtheoretic models of attention,0,UNSPECIFIED
canonical models of salience network function in anxiety,0,UNSPECIFIED
peerreviewed models of selforganizing criticality in neural systems,0,UNSPECIFIED
multiscale integration in conscious perception,0,UNSPECIFIED
latent variable models of cognition,0,UNSPECIFIED
emergent behavior in social networks,0,UNSPECIFIED
peerreviewed research on the neural correlates of consciousness,0,UNSPECIFIED
phenomenal information geometry,0,UNSPECIFIED
mechanistic selfscaffolding,0,UNSPECIFIED
canonical cortical harmonics,0,UNSPECIFIED
canonical neural models,0,UNSPECIFIED
foundational theories of emotion,0,UNSPECIFIED
systemlevel simulations of the brain's response to sensory deprivation,0,UNSPECIFIED
highimpact reviews of theoretical models,0,UNSPECIFIED
multiscale modeling in materials science,0,UNSPECIFIED
emergent functional architectures,0,UNSPECIFIED
mechanistic basis of perception and action,0,UNSPECIFIED
informationtheoretic measures of the complexity and richness of dreams,0,UNSPECIFIED
rigorous methods for data integration,0,UNSPECIFIED
highimpact theoretical neuroscience,0,UNSPECIFIED
foundational research on the axioms of a qualia formalism,0,UNSPECIFIED
informationtheoretic formalisms for the unity of consciousness,0,UNSPECIFIED
foundational theories of consciousness based on gauge fields,0,UNSPECIFIED
formal proofs related to the computational irreducibility of qualia,0,UNSPECIFIED
phenomenal binding latency,0,UNSPECIFIED
computational models of flourishing,0,UNSPECIFIED
peerreviewed metaanalysis of neural annealing studies,0,UNSPECIFIED
qualia engineering,10,UNSPECIFIED
insilico design of interventions to promote hedonic wellbeing,0,UNSPECIFIED
formal analysis of the computational power of different neural architectures,0,UNSPECIFIED
egomodel as a generative model,0,UNSPECIFIED
phenomenal object segmentation,0,UNSPECIFIED
rigorous mathematical psychology,0,UNSPECIFIED
harmonic brain modes,0,UNSPECIFIED
egomodel plasticity and learning,0,UNSPECIFIED
egodissolution as a state transition,0,UNSPECIFIED
insilico design of nonhallucinogenic analogs of psychedelics for therapy,0,UNSPECIFIED
emergent patterns in collective behavior,0,UNSPECIFIED
validated metrics for consciousness level,0,UNSPECIFIED
insilico evolution of robust and adaptive artificial intelligence,0,UNSPECIFIED
computational models of suffering and compassion,0,UNSPECIFIED
highimpact models of selfconsciousness,0,UNSPECIFIED
highimpact research on the role of connectome harmonics in cognition,0,UNSPECIFIED
psychedelicinduced entropy increase,0,UNSPECIFIED
canonical models of phenomenal binding,0,UNSPECIFIED
thalamocortical dysrhythmia and neuropathic pain,0,UNSPECIFIED
highimpact research on the role of noise in state transitions,0,UNSPECIFIED
black hole information and thermodynamics,0,UNSPECIFIED
black holes and information theory,10,UNSPECIFIED
clinically validated digital therapeutics,0,UNSPECIFIED
information theory black holes,10,UNSPECIFIED
reproducible scalable and shareable analysis pipelines with bioinformatics workflow managers,10,UNSPECIFIED
frontier models of suffering,0,UNSPECIFIED
foundational questions of reality,0,UNSPECIFIED
emergent selfmodels,0,UNSPECIFIED
reproducible data analysis pipelines,0,UNSPECIFIED
valencesymmetry resonance,0,UNSPECIFIED
causal manipulation of claustrocortical loops to modulate phenomenal binding,0,UNSPECIFIED
systemlevel network perturbations,0,UNSPECIFIED
rigorous formalization of the properties of phenomenal space,0,UNSPECIFIED
empirical validation of connectomebased neurophenotyping,0,UNSPECIFIED
thalamic projection systems,0,UNSPECIFIED
psychedelicinduced network fluidity,0,UNSPECIFIED
hierarchical active inference models of decisionmaking and planning,0,UNSPECIFIED
computational models of aesthetics and art,0,UNSPECIFIED
reproducible metaanalytic techniques,0,UNSPECIFIED
adaptive neurostimulation based on realtime valence decoding,0,UNSPECIFIED
psychedelic statespace compression,0,UNSPECIFIED
valence landscape tomography,0,UNSPECIFIED
validated digital therapeutics,0,UNSPECIFIED
information theory of black holes,0,UNSPECIFIED
canonical study of dmnsalience network anticorrelation,0,UNSPECIFIED
empirical testing of the symmetry theory of valence in artistic composition,0,UNSPECIFIED
causal analysis of therapeutic mechanisms,0,UNSPECIFIED
dmn connectivity and rumination,0,UNSPECIFIED
frontier development of a mathematical language for qualia science,0,UNSPECIFIED
emergent properties of chemical systems,0,UNSPECIFIED
mechanistic modeling of sensory qualia as resonant states,0,UNSPECIFIED
multiscale modeling of brain development from genes to connectomes,0,UNSPECIFIED
information theory and cognitive science,0,UNSPECIFIED
emergent complexity from simple resonance rules in neural nets,0,UNSPECIFIED
formal models of language evolution,0,UNSPECIFIED
mechanistic modeling of ego dissolution via 5ht2a receptor agonism,0,UNSPECIFIED
empirical testing of the symmetry theory of valence using virtual reality,0,UNSPECIFIED
adaptive resonance models of attentional amplification,0,UNSPECIFIED
mechanistic models of dmn fragmentation,0,UNSPECIFIED
validated firstperson data,0,UNSPECIFIED
insilico design of connectome architectures for enhanced wellbeing,0,UNSPECIFIED
reproducible neuroinformatics platforms,0,UNSPECIFIED
frontier development of a rigorous science of firstperson experience,0,UNSPECIFIED
emergent phenomena in largescale models of neural development,0,UNSPECIFIED
adaptive control for robotic manipulators,0,UNSPECIFIED
adaptive control in robotics,10,UNSPECIFIED
adaptive control of mechanical manipulators,10,UNSPECIFIED
adaptive neural network control of robotic manipulators,10,LOW
mode adaptive neural networks for quadruped motion control,10,LOW
adaptive control of robotic systems,0,UNSPECIFIED
highimpact theoretical biology,0,UNSPECIFIED
informationtheoretic formalization of the phenomenal selfmodel,0,UNSPECIFIED
multiscale analysis of neurovascular coupling during cognitive tasks,0,UNSPECIFIED
quantitative comparison of the neurodynamics of bliss and anhedonia,0,UNSPECIFIED
thalamocortical dysrhythmia syndrome,0,UNSPECIFIED
emergent order from chaotic systems,0,UNSPECIFIED
harmonic resonance signatures,0,UNSPECIFIED
mechanistic models of psychotherapeutic change,0,UNSPECIFIED
valence as a computational quantity,0,UNSPECIFIED
causal role of claustrum in binding,0,UNSPECIFIED
foundational research on the physical basis of phenomenal consciousness,0,UNSPECIFIED
computational theory of wellbeing,0,UNSPECIFIED
hierarchical models of motor control,0,UNSPECIFIED
peerreviewed introspection data,0,UNSPECIFIED
canonical models of the anterior cingulate cortex in conflict monitoring,0,UNSPECIFIED
hierarchical predictive coding models of psychedelic hallucinations,0,UNSPECIFIED
adaptive resource allocation,10,UNSPECIFIED
hierarchical active inference,0,UNSPECIFIED
validated introspection protocols,0,UNSPECIFIED
neural annealing as a critical phenomenon,0,UNSPECIFIED
empirical studies of humancomputer interaction,0,UNSPECIFIED
validated therapeutic applications of controlled ego dissolution,0,UNSPECIFIED
canonical circuits for cognition,0,UNSPECIFIED
empirical validation of qualia structuralism via psychophysics,0,UNSPECIFIED
psychedelicinduced network reconfiguration,0,UNSPECIFIED
computational models of hedonic treadmill,0,UNSPECIFIED
multiscale modeling of complex systems,0,UNSPECIFIED
valence optimization via resonance,0,UNSPECIFIED
empirical studies of empathy and compassion,0,UNSPECIFIED
mechanistic modeling of selforganizing harmonic brain modes,0,UNSPECIFIED
emergent properties in biological evolution,0,UNSPECIFIED
formal descriptions of the geometry and topology of qualia space,0,UNSPECIFIED
reproducible characterization of the statespace of meditative states,0,UNSPECIFIED
multiscale graph analysis of functional connectomes in meditators,0,UNSPECIFIED
neural annealing cost functions,0,UNSPECIFIED
hierarchical predictive coding models of belief formation and updating,0,UNSPECIFIED
highimpact study on the computational properties of neural annealing,0,UNSPECIFIED
quantitative analysis of artistic movements,0,UNSPECIFIED
connectome harmonic biomarkers,0,UNSPECIFIED
empirical studies correlating subjective reports of bliss with specific harmonic patterns,0,UNSPECIFIED
hierarchical active inference models for understanding selfdeception,0,UNSPECIFIED
thalamic pacemakers and sleep spindles,0,UNSPECIFIED
highimpact research on systems biology,0,UNSPECIFIED
causal identification of the neural circuits of compassion and empathy,0,UNSPECIFIED
reproducible characterization of highenergy brain states,0,UNSPECIFIED
dmnsalience network dynamics,0,UNSPECIFIED
empirical studies of lucid dreaming,0,UNSPECIFIED
qualia representation learning,0,UNSPECIFIED
reproducible psychophysical experiments on phenomenal binding windows,0,UNSPECIFIED
egodissolution and default mode network,0,UNSPECIFIED
causal inference on the role of the claustrum in multisensory binding,0,UNSPECIFIED
validated phenomenological training,0,UNSPECIFIED
reproducible science and metaanalysis,0,UNSPECIFIED
informationtheoretic measures of synergy and redundancy in neural codes,0,UNSPECIFIED
quantitative epistemology,10,UNSPECIFIED
epistemology in quantitative research,10,UNSPECIFIED
epistemology of quantitative research,10,UNSPECIFIED
hierarchical predictive coding models of depersonalization and derealization,0,UNSPECIFIED
multiscale modeling of the interplay between genetic and connectomic factors,0,UNSPECIFIED
latent cause inference models,0,UNSPECIFIED
highimpact research on computational social science,0,UNSPECIFIED
dmncerebellum functional connectivity,0,UNSPECIFIED
insilico design of psychedelicinspired molecules with reduced side effects,0,UNSPECIFIED
computational models of contentment,0,UNSPECIFIED
qualia space dimensionality reduction,0,UNSPECIFIED
computational models of suffering,0,UNSPECIFIED
computational models of spiritual experience,0,UNSPECIFIED
foundational theories of measurement,0,UNSPECIFIED
hierarchical brain processing,0,UNSPECIFIED
dmn and autobiographical memory,0,UNSPECIFIED
valence landscape,0,UNSPECIFIED
validated computational models of the placebo effect,0,UNSPECIFIED
valence as an algorithmic process,0,UNSPECIFIED
causal inference in complex systems,0,UNSPECIFIED
formal languages capable of describing phenomenal invariants,0,UNSPECIFIED
quantitative subjectivity,0,UNSPECIFIED
insilico drug design,10,LOW
empirical phenomenology,10,LOW
hierarchical predictive coding,10,UNSPECIFIED
foundational theory of phenomenal spacetime,0,UNSPECIFIED
highimpact research on the stability of connectome harmonics over time,0,UNSPECIFIED
insilico models of drug delivery,0,UNSPECIFIED
multiscale entropy analysis of eeg during ego dissolution,0,UNSPECIFIED
latent dynamics of emotional state transitions,0,UNSPECIFIED
highimpact research on computational creativity,0,UNSPECIFIED
adaptive neurostimulation for augmenting cognitive functions,0,UNSPECIFIED
insilico screening for psychoplastogens without hallucinogenic effects,0,UNSPECIFIED
latent diffusion models for generating novel sensory qualia,0,UNSPECIFIED
peerreviewed studies on the phenomenology of energyinformation tradeoffs,0,UNSPECIFIED
qualia content formalism,0,UNSPECIFIED
latent psychedelic dimensions,0,UNSPECIFIED
rigorous formalization of valence realism,0,UNSPECIFIED
hierarchical active inference models of interoception,0,UNSPECIFIED
formal analysis of the relationship between attention and consciousness,0,UNSPECIFIED
hierarchical predictive coding models of emotional inference,0,UNSPECIFIED
validated measures of subjective experience,0,UNSPECIFIED
hierarchical predictive processing,10,UNSPECIFIED
formal methods in system design,10,LOW
formal verification hardware,10,LOW
hardware design verification simulation and formal method based approaches,0,UNSPECIFIED
hardware formal verification,10,UNSPECIFIED
emergent computational properties of thalamocortical resonance,0,UNSPECIFIED
reproducible psychophysical tasks for measuring phenomenal binding strength,0,UNSPECIFIED
valence asymmetry metrics,0,UNSPECIFIED
egoboundary perturbations,0,UNSPECIFIED
foundational theories on the evolution of subjective experience,0,UNSPECIFIED
multiscale phenomenal time,0,UNSPECIFIED
dmn anticorrelation and cognitive performance,0,UNSPECIFIED
rigorous psychophysics of sensory textures,0,UNSPECIFIED
foundational research on the physical implementation of valence,0,UNSPECIFIED
binding problem solutions,0,UNSPECIFIED
informationtheoretic models of the phenomenal present,0,UNSPECIFIED
highimpact studies on artificial life,0,UNSPECIFIED
rigorous analysis of phenomenal binding across different sensory modalities,0,UNSPECIFIED
peerreviewed framework for mapping the geometry of phenomenal character,0,UNSPECIFIED
adaptive braincomputer interfaces,0,UNSPECIFIED
canonical models of the interaction between the salience and executive control networks,0,UNSPECIFIED
hierarchical reinforcement learning in selfmodels,0,UNSPECIFIED
multiscale entropy analysis of brain activity during sleep,0,UNSPECIFIED
mechanistic models of consciousness,0,UNSPECIFIED
adaptive learning systems,10,LOW
adaptive learning platforms,50,LOW
adaptive learning software,30,LOW
adaptive learning lms,10,HIGH
best adaptive learning platform,10,UNSPECIFIED
adaptive learning management systems,10,UNSPECIFIED
free adaptive learning platform,10,UNSPECIFIED
adaptive learning solutions,10,UNSPECIFIED
adaptive digital learning platform,0,UNSPECIFIED
adaptive digital learning platform with mathematics,0,UNSPECIFIED
adaptive e learning system,10,UNSPECIFIED
adaptive educational systems,10,LOW
adaptive learning moodle,10,UNSPECIFIED
adaptive learning platform open source,10,LOW
affine lms,0,UNSPECIFIED
aleks adaptive learning,10,UNSPECIFIED
c&e adaptive learning solutions,0,UNSPECIFIED
complex adaptive blended learning system,10,UNSPECIFIED
intelligent adaptive learning,10,UNSPECIFIED
learning and adaptive systems,10,UNSPECIFIED
moodle adaptive learning,10,UNSPECIFIED
realizeit adaptive learning,10,UNSPECIFIED
informationtheoretic measures of the causal density of a system,0,UNSPECIFIED
insilico experiments in systems biology,0,UNSPECIFIED
computational models of neural reorganization,0,UNSPECIFIED
peerreviewed framework for a geometric theory of emotions,0,UNSPECIFIED
insilico models of drug development pipelines,0,UNSPECIFIED
quantitative characterization of the phenomenology of flow states,0,UNSPECIFIED
empirical testing of the symmetry theory of valence in social cognition,0,UNSPECIFIED
formal models of metaawareness,0,UNSPECIFIED
insilico drug interaction screening,0,UNSPECIFIED
hierarchical decomposition of the selfmodel,0,UNSPECIFIED
frontier research in evolutionary computation,0,UNSPECIFIED
reproducible quantification of neural entropy changes under psychedelics,0,UNSPECIFIED
peerreviewed studies on the nature of self,0,UNSPECIFIED
informationtheoretic measures of the integration and differentiation of consciousness,0,UNSPECIFIED
causal perturbation studies,0,UNSPECIFIED
rigorous analysis of integrated information theory in clinical populations,0,UNSPECIFIED
hierarchical models of cognitive control,0,UNSPECIFIED
connectome spectroscopy,0,UNSPECIFIED
computational models of neural annealing for creative problemsolving,0,UNSPECIFIED
informationtheoretic models of memory consolidation during sleep,0,UNSPECIFIED
multiscale entropy dynamics as a measure of conscious level,0,UNSPECIFIED
thalamocortical oscillation patterns,0,UNSPECIFIED
statespace geometry,0,UNSPECIFIED
highimpact research on connectome harmonic shifts during lucid dreaming,0,UNSPECIFIED
hierarchical inference models of interoceptive awareness,0,UNSPECIFIED
informationtheoretic measures of the bandwidth of phenomenal consciousness,0,UNSPECIFIED
peerreviewed valence studies,0,UNSPECIFIED
empirical validation of valence gradients in reward processing,0,UNSPECIFIED
emergent swarm intelligence in decentralized autonomous organizations daos,0,UNSPECIFIED
empirical validation of connectome eigenmodes as biomarkers for mental illness,0,UNSPECIFIED
validated predictors of psychedelicassisted therapy success,0,UNSPECIFIED
emergent communication systems in multiagent reinforcement learning,0,UNSPECIFIED
frontier research on panpsychism,0,UNSPECIFIED
highimpact computational analysis of the energy landscapes of brain states,0,UNSPECIFIED
foundational theories of life and evolution,0,UNSPECIFIED
informationtheoretic decomposition of conscious states,0,UNSPECIFIED
peerreviewed metaanalysis of fmri studies on meditation,0,UNSPECIFIED
humanities and social sciences quantitative research,10,UNSPECIFIED
quantitative approaches to the humanities,0,UNSPECIFIED
valence gradients,0,UNSPECIFIED
peerreviewed framework for a formal language of thought,0,UNSPECIFIED
systemlevel consciousness models,0,UNSPECIFIED
reproducible computational modeling,0,UNSPECIFIED
validated experience sampling,0,UNSPECIFIED
peerreviewed research on lucid dreams,0,UNSPECIFIED
egodissolution and selfawareness,0,UNSPECIFIED
causal manipulation of memory reconsolidation,0,UNSPECIFIED
neural annealing and critical brain dynamics,0,UNSPECIFIED
thalamocortical circuit analysis,0,UNSPECIFIED
frontier research on the potential qualia of digital or virtual worlds,0,UNSPECIFIED
systemlevel analysis of thalamocortical resonance,0,UNSPECIFIED
emergent social qualia,0,UNSPECIFIED
insilico models of neurodegeneration,0,UNSPECIFIED
foundational theory of consciousness based on topological data analysis,0,UNSPECIFIED
insilico evolution of conscious agents in complex environments,0,UNSPECIFIED
validated measures of emotional regulation,0,UNSPECIFIED
quantitative measures of mindfulness,0,UNSPECIFIED
frontier research in synthetic biology,0,UNSPECIFIED
systemlevel models of how brain networks maintain homeostasis,0,UNSPECIFIED
highimpact research on artificial general intelligence,0,UNSPECIFIED
systemlevel models of the gutbrain axis,0,UNSPECIFIED
egomodel and selfidentity,0,UNSPECIFIED
foundational research linking information theory and phenomenology,0,UNSPECIFIED
computational models of gratitude,0,UNSPECIFIED
hierarchical bayesian models of insight and belief updating,0,UNSPECIFIED
phenomenal invariance testing,0,UNSPECIFIED
formal analysis of the relationship between integrated information and subjectivity,0,UNSPECIFIED
reproducible and open research,0,UNSPECIFIED
reproducible research standards,0,UNSPECIFIED
highvalence states,0,UNSPECIFIED
emergent intelligence in artificial systems,0,UNSPECIFIED
latent variable analysis of firstperson psychedelic reports,0,UNSPECIFIED
qualia information manifolds,0,UNSPECIFIED
hierarchical predictive coding models of hallucinations in schizophrenia,0,UNSPECIFIED
causal discovery in complex datasets,0,UNSPECIFIED
rigorous analysis of information flow in corticothalamicbasal ganglia loops,0,UNSPECIFIED
targeted learning causal inference for observational and experimental data,10,UNSPECIFIED
foundational physics of consciousness,0,UNSPECIFIED
qualia computation theory,0,UNSPECIFIED
rigorous methodologies for qualitative research,0,UNSPECIFIED
formal theories of binding,0,UNSPECIFIED
validated subjective reports,0,UNSPECIFIED
valence optimization manifolds,0,UNSPECIFIED
systemlevel analysis of homeostatic regulation of hedonic tone,0,UNSPECIFIED
formal theories of the relationship between consciousness and computation,0,UNSPECIFIED
canonical models of neural coding,0,UNSPECIFIED
adaptive systems in engineering and biology,0,UNSPECIFIED
rigorous systemlevel analysis of the default mode and salience networks,0,UNSPECIFIED
formal models of legal reasoning,0,UNSPECIFIED
information flow in complex networks,0,UNSPECIFIED
peerreviewed validation of the neural annealing hypothesis for psychedelics,0,UNSPECIFIED
reproducible state classification,0,UNSPECIFIED
causal inference from experimental data,0,UNSPECIFIED
psychedelicinduced synaesthesia models,0,UNSPECIFIED
phenomenal statespace navigation,0,UNSPECIFIED
formal proofs concerning the limits of machine consciousness,0,UNSPECIFIED
insilico models of ecosystem dynamics,0,UNSPECIFIED
default mode network mind wandering,10,UNSPECIFIED
hierarchical planning in robotics,0,UNSPECIFIED
causal inference from nonexperimental data,0,UNSPECIFIED
mechanistic models of belief updating,0,UNSPECIFIED
peerreviewed models of brain function,0,UNSPECIFIED
empirical studies of valence asymmetry,0,UNSPECIFIED
dmn and mind wandering,0,UNSPECIFIED
hierarchical active inference models of the self as a statistical construct,0,UNSPECIFIED
mechanistic models of synaptic plasticity,0,UNSPECIFIED
frontier research on group consciousness,0,UNSPECIFIED
thalamocortical circuits in sleep and wakefulness,0,UNSPECIFIED
frontier research in digital phenomenology,0,UNSPECIFIED
frontier applications of machine learning to decode subjective states,0,UNSPECIFIED
egomodel and the phenomenal self,0,UNSPECIFIED
reproducible experimental designs,0,UNSPECIFIED
latent trajectory models for understanding individual differences in development,0,UNSPECIFIED
insilico screening for novel psychoactive compounds,0,UNSPECIFIED
peerreviewed consciousness metrics,0,UNSPECIFIED
formal models of legal and ethical reasoning,0,UNSPECIFIED
egodissolution and reintegration,0,UNSPECIFIED
peerreviewed models of memory consolidation,0,UNSPECIFIED
charles darwin theory of evolution information in english,0,UNSPECIFIED
evolution code theory,10,LOW
evolution information,10,LOW
evolution of man and information,0,UNSPECIFIED
evolution of man information,10,UNSPECIFIED
human evolution information,10,UNSPECIFIED
information theory evolution,10,UNSPECIFIED
information theory evolution and the origin of life,10,UNSPECIFIED
robust and adaptive control with aerospace applications,10,UNSPECIFIED
hierarchical bayesian models for inferring hidden causes of sensory input,0,UNSPECIFIED
hierarchical bayesian models for integrating data across multiple experimental modalities,0,UNSPECIFIED
adaptive models of sensorimotor integration,0,UNSPECIFIED
neural annealing for mood regulation,0,UNSPECIFIED
peerreviewed models of resonant binding in perception,0,UNSPECIFIED
computational irreducibility of phenomenal experience,0,UNSPECIFIED
validated selfreport scales,0,UNSPECIFIED
emergent leadership and coordination in simulated agent societies,0,UNSPECIFIED
computational models of joy,0,UNSPECIFIED
validated digital twins for biology,0,UNSPECIFIED
adaptive control systems in aerospace,0,UNSPECIFIED
hierarchical control of autonomous systems,0,UNSPECIFIED
rigorous statespace reconstruction,0,UNSPECIFIED
empirical validation of ai consciousness,0,UNSPECIFIED
validated digital health interventions,0,UNSPECIFIED
peerreviewed studies of altered states,0,UNSPECIFIED
multiscale analysis of neural avalanches during cognitive tasks,0,UNSPECIFIED
information theory of evolution,0,UNSPECIFIED
causal inference on the role of specific brain rhythms in cognition,0,UNSPECIFIED
frontier development of braincomputer interfaces for navigating valence landscapes,0,UNSPECIFIED
neural annealing schedules,0,UNSPECIFIED
canonical models of phenomenal binding and segmentation,0,UNSPECIFIED
insilico models of cellular signaling,0,UNSPECIFIED
mechanistic models of cognitive biases,0,UNSPECIFIED
